Username,Comment,date,Ticker,sentiment
GorillaTicTacs,its like be a babysitter at a daycare center for you clown I just like to keep tab on what you re up to what the troll farm daily talking point be that kind of thing also when they let this drop ill continue short the shit out of it and take your money ,2024-10-04,DJT,1
CryMeATicker,yes we really need to get hook into the multiple source fact base accredited journalism that you be most certainly consume we be so fill with envy ,2024-10-04,DJT,5
1Raven,even my crackhead neighbor be vote for trump mfs,2024-10-04,DJT,1
Capitalism_not_socialism,these debate be a scam all question be just leftist talking point design to attack republican no neutral question like what be your plan for the economy what be your plan for overseas war what be your plan with all these illegal alien what be your plan for the deficit its always frame to gaslight the watcher to think they be the default position its no wonder dem demand biased network they want to rig even the debate question,2024-10-04,DJT,1
GorillaTicTacs,what s funny I be just go through this thread today detroit isnot for trump ,2024-10-04,DJT,5
1Raven,liberal do not like money,2024-10-04,DJT,1
EZMoney1234,woohoo if you invest in this in the beginning you can now cash out a winner up over 1 percent today from the beginning of time this could be your last chance to get out in the green what a great investment ,2024-10-04,DJT,1
JAHBULON,good go magtard ,2024-10-04,DJT,4
BarneyR,there s no limit to the depth of these crazy motherfucker dishonesty 60 court case all of which be dismiss by state and federal judge include those appoint by trump senator jd vance repeat a tired republican lie from 2020 that donald trump actually win the election despite all evidence to the contrary and then double down on it during a recent record encounter on thursday comedian jason selvig post a clip of an interaction he have with vance on x during their brief encounter selvig repeatedly ask vance if trump win in 2020 the settle issue of who win the 2020 election come up again after vance tell viewer who tune into tuesday vice presidential debate that he would have help trump carry out his alternative elector scheme to maintain power in the white house who win the 2020 election could you just answer do donald trump win selvig ask yes vance reply uk independent,2024-10-04,DJT,1
1Raven,if you re  why you on this,2024-10-04,DJT,3
GorillaTicTacs,the pump crew will be back in the morning they can not let this turkey fry at least too much until after election could be wrong maybe trump hedge fund buddy will turn on he for one reason or another doubt it though ,2024-10-04,DJT,1
Max22,buy buy buy ,2024-10-04,DJT,5
1Raven,detroit for trump mfs ,2024-10-04,DJT,5
havacubepunch,pos kamala not do a damn thing to help the hurricane victim all you follower how do you sleep at night oh that s right you watch the fake nightly news to pretend like its not happen gfy ,2024-10-04,DJT,1
CryMeATicker,total creepy sex predator stumble around backstage like a perv sneaking look part of his premaga training ,2024-10-04,DJT,1
Trumpcomittedtreason,this ,2024-10-04,DJT,5
FelipeCabrera,permarket update analysispricetargetstock ,2024-10-04,DJT,4
JJBurch,tomorrow crash will be quite something ,2024-10-04,DJT,2
JAHBULON,if everything the american public believe be false how would you know what s right ,2024-10-04,DJT,1
fwilkerson,oh donnie ,2024-10-04,DJT,5
Chris_Pike,melania trump move 2 the west coast where u belong just say ,2024-10-04,DJT,5
CryMeATicker,interesting story the people in that photo be not migrant and be falsely arrest and immediately release nice job with the russian propaganda,2024-10-04,DJT,4
CryMeATicker,she s get a lot to answer for to oprah of course but I smell a tv movie green light ,2024-10-04,DJT,3
JAHBULON,tiktok I know people who seriously believe the sun burn out and nasa make an artificial one and that why its brighter maybe the sun appear bright because we do not have as much smog anymore maybe because the sun have increase luminosity over the past few decade due to milankovitch cycle no nasa make a fake sun because the real one burn out ask people this they exist so do the sun ,2024-10-04,DJT,1
Max22,president trump you do not have to know too much to know there s a risk with release migrant without I d into the country there s no country in the world that would allow this to happen ,2024-10-04,DJT,1
CryMeATicker,explain much thank ,2024-10-04,DJT,5
Bigjagoffffffff,sup russian bot work hard maga clown be pass out on pill now shhhhhhhhh,2024-10-04,DJT,3
getalife,be that trueduring miss universe 2013 trump do whattrye to post ithelp,2024-10-04,DJT,1
Invader,the devil will make his servant like you see only what he want they to see I will continue to pray for you and your soul the devil be a formidable opponent and he will not let you go without a fight,2024-10-04,DJT,5
CryMeATicker,be not ever a thing for sure they be so far go stroke each other with orange propaganda they could not tell shit from shinola ,2024-10-04,DJT,1
Chris_Pike,melania deserve so much well I think she be genuineand just get trick by a fucking monster she will recover though she say fuck you 2 maga 2day hahahaha ,2024-10-04,DJT,5
Winvestor_Stalone,in break news trump slam voter for election interference by vote for harris ,2024-10-04,DJT,1
sifter,the clean crew go to need a sht ton of bleach to clean up this chat room after today,2024-10-04,DJT,3
GorillaTicTacs,half of the public now believe all medium be fake newsyet somehow slavishly repeat whatever rando say on their facebook feed like its gospel believe nothing trust nothing but be somehow the perfect mark for all the scam con and fake news you can throw at they crazy ,2024-10-04,DJT,1
CryMeATicker,boris what be you still do up get some rest ,2024-10-04,DJT,4
sborovay07,vegas odd be the big name that get p diddyd be barack obama rumor circulate that the takeout of his chef will lead to an arrest and then an avalanche of p diddy catch on tape vid obama be about to be bam bamd,2024-10-04,DJT,1
JAHBULON,age the position and lighting that s the same joe biden we all know and love ,2024-10-04,DJT,5
CryMeATicker,do not tell I kid be involve too ,2024-10-04,DJT,1
CryMeATicker,in the immortal word of physicist wolfgang pauli you re not even wrong ,2024-10-04,DJT,5
crooner72,register democrat massachusetts couple indict for wrongful voting in new hampshire,2024-10-04,DJT,1
22Shares,how do his ear keep change ,2024-10-04,DJT,5
DFWxplorer,trump be the swamp short this trash ,2024-10-04,DJT,1
CryMeATicker,be you ok not feel well lie off the oxy and get some rest ,2024-10-04,DJT,3
sattalight,liz spit fact,2024-10-04,DJT,1
JAHBULON,you think alex jones whose be sue for sandy hook lie would ve learn his lesson now he have a deep fake of kamala harris and he only tell you that at the end of the address she give very misleading and and set a dangerous precedent he also claim the they make the hurricane and steer it into georgia to stop they from vote trump ,2024-10-04,DJT,1
Therik,maga trump just show who have the big ball and put the dick worker back on the job ,2024-10-04,DJT,1
CryMeATicker,sure glad we could clear this up donald trumps campaign hand out sign with a slogan use by white supremacist at his saginaw michigan rally thursday the sign read reclaim america a phrase the white nationalist group patriot front use regularly ,2024-10-04,DJT,4
Tuck_Frump,ever notice that maga act like the geico caveman ,2024-10-04,DJT,5
Wellthen,loser sell your share before it be too late the coo quit and other founder have sell out the cash balance amount to in pps they be lose subscriber and revenue be decline from almost nothing to nothing melania see the future clearly today she be no long provide the goody to donald shell never return to the donald side she hate donald more than any democrat trumpll be bangin loomer if he find enough viagra ee,2024-10-04,DJT,1
minnesota,by a pesty little gnat name jimmy ya ok ,2024-10-04,DJT,3
Jimmyjack12,loo be back from be intellectually shame that or finish eat adler kitty,2024-10-04,DJT,1
Yieldmaxdefiantthereal1,be there anything this asswipe white privilege orange hide do not think be interference with his white privilege,2024-10-04,DJT,1
Stocktrader1234,fox news have be sue on djt behalf I really believe they be go to be change up on what they broadcast we shall see,2024-10-04,DJT,1
k53,way to go biden fema spend all the money on illegal immigrant and do not have any leftover funding for our own citizen,2024-10-04,DJT,1
minnesota,top executive resign among whistleblow complaint ,2024-10-04,DJT,1
CarlBnas,when do I say I like the cheney I say they be real republican who be honest about trump nothing about I like they and I do not hate trump you have a habit of make thing up it must be a maga thing I do not hate trump at all he s by far the good conmancult leader I ve ever see obviously he s too dangerous to be president when hell convince his follower to go to prison for he and die for he but I ve never see one man brainwash so many people so fast trump be the goat,2024-10-04,DJT,1
beconfident,page 605 of project 2025 call for state to be able to opt out of federal labor law which could allow some state to have no minimum wage protection at all ,2024-10-04,DJT,1
MarkTheGenius,2 popular question answer why have volume slow up while its near its low end versus high volume at or high price answervolume have dry up because of fear of one of the follow 1 don can not be trust and will dump soon or later 2 consistently terrible quarterly and we get one come 3 during the high price day near half the volume be short selling not buy long volume 4 more people now realize djt be only worth 05 cent book and around 75 cent street worth do djt really deserve an enterprise value of billion base on twitter worth and meta answerno the reason for this be the company do not bring in number high enough to classify it in the same category as twitter or meta truth social be nothing more than trump personal rant site which eat money up instead of create a revenue stream and no matter what he say he can not be toss off it or have a post remove unless a judge order it ,2024-10-04,DJT,1
Jimmyjack12,look liz cheney at the fisherman wharf,2024-10-04,DJT,4
PoodleArmy,democrats the party of america last,2024-10-04,DJT,5
GorillaTicTacs,the boss have speak ,2024-10-04,DJT,5
Rich_P,its laughable when I hear the maga fantasy of win new jersey this put the last nail in that coffin ,2024-10-04,DJT,1
I_Love_Collective_Soul,hung cow for president,2024-10-04,DJT,5
PatsOfButter,the federal emergency management agency fema be fund by congress republicansthrough a combination of regular appropriation and emergency funding,2024-10-04,DJT,1
Moonlandingimminent,maga moron getting kick off the short bus as kid ,2024-10-04,DJT,1
Stocktrader1234,if not you might be part of the solution,2024-10-04,DJT,3
PatsOfButter,the federal emergency management agency fema be fund by congress republicans through a combination of regular appropriation and emergency funding,2024-10-04,DJT,4
Stocktrader1234,sorry post something that s not a secret many so call illegal actually pay taxi have any maga in congress or djt pass this bill yet,2024-10-04,DJT,1
PatsOfButter,the federal emergency management agency fema be fund by congress through a combination of regular appropriation and emergency funding,2024-10-04,DJT,4
SneakySniper,because you re in a cult,2024-10-04,DJT,5
Tuck_Frump,I sense a little nervousness by maga ,2024-10-04,DJT,3
Chris_Pike,prediction february 2025 liz cheney appoint attorney general of the united states of america melania flee ro the west coast to refugeshe will be welcome with open arm by the cool people on earth los angeles people talk show hopefullyshe be total los angeles material ,2024-10-04,DJT,1
Detroit201,what a disgrace this government trump 2024 ,2024-10-04,DJT,1
Moonlandingimminent,fox news report dump too old major dementia issue ,2024-10-04,DJT,1
Jimmyjack12,do not springsteen attend diddys party,2024-10-04,DJT,1
KimJongTrumpov,u on the drug ,2024-10-04,DJT,4
VikeInvests,need graphic ,2024-10-04,DJT,3
